,H3_cell,mean_price,median_price,total_paid,count,geometry
272,85194e67fffffff,305762.0422898401,282000.0,592872600,1939,"POLYGON ((0.3824978230126184 51.56370096149118, 0.279980621827643 51.51618910528853, 0.3005187360145891 51.43063808886089, 0.4231995945703563 51.39265058063999, 0.5254854856721364 51.44011511127079, 0.5053217600883795 51.5256143120684, 0.3824978230126184 51.56370096149118))"
273,85194e6bfffffff,453378.6822908817,406000.0,3008167557,6635,"POLYGON ((0.01224561508054179 51.67735551708519, -0.09049572212653015 51.62954287858391, -0.06929409787986855 51.54399608943081, 0.0542718130165512 51.50631165484364, 0.1567843069188221 51.55407547170471, 0.1359596806275017 51.63957237832367, 0.01224561508054179 51.67735551708519))"
274,85194e6ffffffff,356869.07112597546,332000.0,1600557784,4485,"POLYGON ((0.1567843069188221 51.55407547170471, 0.0542718130165512 51.50631165484364, 0.07518487487713633 51.42070984556817, 0.1982354244706126 51.38292248124412, 0.3005187360145891 51.43063808886089, 0.279980621827643 51.51618910528853, 0.1567843069188221 51.55407547170471))"
275,85194e73fffffff,491852.62732919253,412500.0,158376546,322,"POLYGON ((0.3209572175984165 51.81987874103719, 0.2179726521679428 51.77252349550631, 0.2387078883708132 51.6871321727818, 0.362049653390951 51.64914695700821, 0.4648013745813435 51.69645453362495, 0.4444441085163977 51.78179482896927, 0.3209572175984165 51.81987874103719))"
276,85194e77fffffff,353264.4686520376,303500.0,676148193,1914,"POLYGON ((0.4648013745813435 51.69645453362495, 0.362049653390951 51.64914695700821, 0.3824978230126184 51.56370096149118, 0.5053217600883795 51.5256143120684, 0.6078403444308247 51.5728748383384, 0.5877680563112744 51.6582689001643, 0.4648013745813435 51.69645453362495))"
277,85194e7bfffffff,390459.19241192413,310000.0,432238326,1107,"POLYGON ((0.09411073723311561 51.81040518981712, -0.008868148669403851 51.76279683876956, 0.01224561508054179 51.67735551708519, 0.1359596806275017 51.63957237832367, 0.2387078883708132 51.6871321727818, 0.2179726521679428 51.77252349550631, 0.09411073723311561 51.81040518981712))"
278,85194e83fffffff,265919.04777070065,240000.0,166997162,628,"POLYGON ((1.024517510090237 52.23200491165164, 0.9208262406384641 52.18577207345978, 0.9405230648406573 52.10080526384993, 1.063529840389266 52.06212452924717, 1.166978426725582 52.10831231112813, 1.147662821779661 52.19322571855439, 1.024517510090237 52.23200491165164))"
279,85194e87fffffff,256554.85853939047,220000.0,446148899,1739,"POLYGON ((1.166978426725582 52.10831231112813, 1.063529840389266 52.06212452924717, 1.082942277325677 51.97710320944255, 1.20542416213232 51.93832380947757, 1.308629879247167 51.98446717094164, 1.289596476457446 52.06943418924786, 1.166978426725582 52.10831231112813))"
280,85194e8bfffffff,402844.15178571426,350000.0,45118545,112,"POLYGON ((0.797292102995167 52.22435206483638, 0.6935960175055407 52.17786672788145, 0.7136747369671699 52.09284753169542, 0.8370675577453491 52.05436589244748, 0.9405230648406573 52.10080526384993, 0.9208262406384641 52.18577207345978, 0.797292102995167 52.22435206483638))"
281,85194e8ffffffff,418750.7896825397,330000.0,105525199,252,"POLYGON ((0.9405230648406573 52.10080526384993, 0.8370675577453491 52.05436589244748, 0.856859721409804 51.96929128063188, 0.9797275709118567 51.93070916744754, 1.082942277325677 51.97710320944255, 1.063529840389266 52.06212452924717, 0.9405230648406573 52.10080526384993))"
282,85194e93fffffff,368349.9645390071,345000.0,51937345,141,"POLYGON ((1.108844663407516 52.36288909531547, 1.004917021465023 52.31686327231878, 1.024517510090237 52.23200491165164, 1.147662821779661 52.19322571855439, 1.251345884611225 52.23920675679882, 1.232128111634322 52.32401160693584, 1.108844663407516 52.36288909531547))"
283,85194e97fffffff,371760.5714285714,315000.0,96285988,259,"POLYGON ((1.251345884611225 52.23920675679882, 1.147662821779661 52.19322571855439, 1.166978426725582 52.10831231112813, 1.289596476457446 52.06943418924786, 1.39303478629957 52.115371084413, 1.374099690703379 52.2002300804246, 1.251345884611225 52.23920675679882))"
284,85194e9bfffffff,329288.5,285000.0,97469396,296,"POLYGON ((0.8812419475963249 52.35554145712137, 0.7773082053426663 52.30926292063635, 0.797292102995167 52.22435206483638, 0.9208262406384641 52.18577207345978, 1.024517510090237 52.23200491165164, 1.004917021465023 52.31686327231878, 0.8812419475963249 52.35554145712137))"
285,85194ea3fffffff,238135.0364188164,215000.0,156930989,659,"POLYGON ((1.22455487670609 51.85324941950292, 1.121581169102792 51.80690007679976, 1.140808208204183 51.72171897334191, 1.262633446330685 51.68294213114072, 1.365365980643695 51.72924739859873, 1.346514344782451 51.81437342235005, 1.22455487670609 51.85324941950292))"
286,85194eabfffffff,271683.83636363636,220000.0,74713055,275,"POLYGON ((0.9992358481188535 51.84558058774808, 0.8962544236630333 51.79898077705768, 0.9158575576213462 51.71374559754104, 1.038065925430535 51.6751641423735, 1.140808208204183 51.72171897334191, 1.121581169102792 51.80690007679976, 0.9992358481188535 51.84558058774808))"
287,85194eb3fffffff,243507.9045045045,215000.0,135146887,555,"POLYGON ((1.308629879247167 51.98446717094164, 1.20542416213232 51.93832380947757, 1.22455487670609 51.85324941950292, 1.346514344782451 51.81437342235005, 1.44947703026394 51.86047299316366, 1.430723169653458 51.94549219007158, 1.308629879247167 51.98446717094164))"
288,85194ebbfffffff,345896.67435158504,303000.0,120026146,347,"POLYGON ((1.082942277325677 51.97710320944255, 0.9797275709118567 51.93070916744754, 0.9992358481188535 51.84558058774808, 1.121581169102792 51.80690007679976, 1.22455487670609 51.85324941950292, 1.20542416213232 51.93832380947757, 1.082942277325677 51.97710320944255))"
289,85194ec3fffffff,332571.52811735944,265000.0,136021755,409,"POLYGON ((0.4248577429367954 52.33948256130177, 0.3209220948868235 52.29269652884312, 0.3416747525505579 52.20768375406314, 0.4659782932213306 52.16950728771405, 0.5696757860837801 52.21624580744182, 0.5493078204778846 52.3012081366743, 0.4248577429367954 52.33948256130177))"
290,85194ec7fffffff,339221.88157894736,287475.0,51561726,152,"POLYGON ((0.5696757860837801 52.21624580744182, 0.4659782932213306 52.16950728771405, 0.4864395496725165 52.08443672682002, 0.610215683104552 52.04615588257523, 0.7136747369671699 52.09284753169542, 0.6935960175055407 52.17786672788145, 0.5696757860837801 52.21624580744182))"
291,85194ecbfffffff,427115.03871829103,378380.0,319909164,749,"POLYGON ((0.1960887449369758 52.33076651446935, 0.09215732663339479 52.28372572976886, 0.1132952652774396 52.1986635433904, 0.2379792785104799 52.16069138259354, 0.3416747525505579 52.20768375406314, 0.3209220948868235 52.29269652884312, 0.1960887449369758 52.33076651446935))"
292,85194ecffffffff,332592.14444444445,265000.0,119733172,360,"POLYGON ((0.3416747525505579 52.20768375406314, 0.2379792785104799 52.16069138259354, 0.2588236790467983 52.07557048500227, 0.3829803407511692 52.03749212662957, 0.4864395496725165 52.08443672682002, 0.4659782932213306 52.16950728771405, 0.3416747525505579 52.20768375406314))"
293,85194ed3fffffff,233736.6582733813,208000.0,64978791,278,"POLYGON ((0.5083742960131257 52.47096576912291, 0.4041978198182538 52.42438656872004, 0.4248577429367954 52.33948256130177, 0.5493078204778846 52.3012081366743, 0.6532442374002405 52.34774008131468, 0.6329705588084736 52.43259353614003, 0.5083742960131257 52.47096576912291))"
294,85194ed7fffffff,336088.82280701754,290000.0,191570629,570,"POLYGON ((0.6532442374002405 52.34774008131468, 0.5493078204778846 52.3012081366743, 0.5696757860837801 52.21624580744182, 0.6935960175055407 52.17786672788145, 0.797292102995167 52.22435206483638, 0.7773082053426663 52.30926292063635, 0.6532442374002405 52.34774008131468))"
295,85194edbfffffff,314685.09315068496,280000.0,114860059,365,"POLYGON ((0.2792154650880603 52.46255423376157, 0.1750419713268154 52.41572004060963, 0.1960887449369758 52.33076651446935, 0.3209220948868235 52.29269652884312, 0.4248577429367954 52.33948256130177, 0.4041978198182538 52.42438656872004, 0.2792154650880603 52.46255423376157))"
296,85195087fffffff,144099.2479338843,135000.0,17436009,121,"POLYGON ((-3.710899975469709 54.57941139054526, -3.818957989192239 54.53022977666311, -3.789998933832509 54.44645599656889, -3.653407810606227 54.41188944414512, -3.545561655035835 54.46100601698996, -3.574094627729376 54.54475397838873, -3.710899975469709 54.57941139054526))"
297,85195097fffffff,147590.4652956298,120000.0,57412691,389,"POLYGON ((-3.631448328320836 54.71204027859758, -3.739790841629909 54.66306737994495, -3.710899975469709 54.57941139054526, -3.574094627729376 54.54475397838873, -3.465966026850463 54.59366194103829, -3.494428727855876 54.67729204593729, -3.631448328320836 54.71204027859758))"
298,851950b3fffffff,163946.05263157896,160000.0,6229950,38,"POLYGON ((-3.545561655035835 54.46100601698996, -3.653407810606227 54.41188944414512, -3.624805574841305 54.32802415702755, -3.488781136837584 54.29330214268636, -3.381147940007665 54.34235440170626, -3.409326095579432 54.42619278542931, -3.545561655035835 54.46100601698996))"
299,851950b7fffffff,135325.3076923077,95000.0,10555374,78,"POLYGON ((-3.381147940007665 54.34235440170626, -3.488781136837584 54.29330214268636, -3.460532668864825 54.20934690247566, -3.325072957446305 54.17447170053283, -3.217653781219766 54.22346036913419, -3.245480178699252 54.30738762809664, -3.381147940007665 54.34235440170626))"
300,85195103fffffff,203251.82110091744,165000.0,265853382,1308,"POLYGON ((-3.131717240669953 53.58475562730446, -3.237888158600786 53.53527066460386, -3.210468834689424 53.45071201734034, -3.077288674422712 53.41566906942464, -2.971328791834833 53.46509215386332, -2.998337934790732 53.54961986970423, -3.131717240669953 53.58475562730446))"
301,85195107fffffff,155989.21472312705,125000.0,1197217223,7675,"POLYGON ((-2.971328791834833 53.46509215386332, -3.077288674422712 53.41566906942464, -3.050208212333722 53.33102815653602, -2.917575996124069 53.29584210925577, -2.811828085676489 53.34520400150838, -2.838500328800892 53.4298129399326, -2.971328791834833 53.46509215386332))"
302,8519510ffffffff,245461.76069017255,200000.0,327200527,1333,"POLYGON ((-3.210468834689424 53.45071201734034, -3.316369260299754 53.4010209840951, -3.288880540391451 53.31634922349754, -3.155899549987122 53.28139914998044, -3.050208212333722 53.33102815653602, -3.077288674422712 53.41566906942464, -3.210468834689424 53.45071201734034))"
303,85195113fffffff,217082.92248062015,173500.0,280036970,1290,"POLYGON ((-3.052623843076306 53.71847894046447, -3.159066203283327 53.66920057162432, -3.131717240669953 53.58475562730446, -2.998337934790732 53.54961986970423, -2.892108574363031 53.59883650684488, -2.919045424046189 53.68325043760353, -3.052623843076306 53.71847894046447))"
304,85195117fffffff,179188.94948952176,152000.0,333470635,1861,"POLYGON ((-2.892108574363031 53.59883650684488, -2.998337934790732 53.54961986970423, -2.971328791834833 53.46509215386332, -2.838500328800892 53.4298129399326, -2.732484897377332 53.47896853846851, -2.759083912913694 53.56346419535517, -2.892108574363031 53.59883650684488))"
305,85195123fffffff,299626.09793103446,220000.0,217228921,725,"POLYGON ((-2.890831498401679 53.21112048382632, -2.996312803930832 53.16155282489356, -2.96949701495407 53.07671911507781, -2.83760421032267 53.04148579535924, -2.732333846348288 53.09099278165998, -2.758745260260626 53.17579356938177, -2.890831498401679 53.21112048382632))"
306,85195127fffffff,255743.8523809524,210000.0,53706209,210,"POLYGON ((-2.732333846348288 53.09099278165998, -2.83760421032267 53.04148579535924, -2.811120590532202 52.95657344388199, -2.679768956259296 52.92120183809545, -2.574710409127166 52.97064882258873, -2.600791602731249 53.05552722524074, -2.732333846348288 53.09099278165998))"
307,8519512bfffffff,193474.41328413284,168000.0,157294698,813,"POLYGON ((-3.128748733166006 53.19664563617667, -3.234172457263895 53.14681124053325, -3.206952240464345 53.06194573007344, -3.074712630232899 53.02694622437271, -2.96949701495407 53.07671911507781, -2.996312803930832 53.16155282489356, -3.128748733166006 53.19664563617667))"
308,8519512ffffffff,170859.1673151751,144475.0,87821612,514,"POLYGON ((-2.96949701495407 53.07671911507781, -3.074712630232899 53.02694622437271, -3.047826503788598 52.94200104090398, -2.916127180196698 52.90686139006704, -2.811120590532202 52.95657344388199, -2.83760421032267 53.04148579535924, -2.96949701495407 53.07671911507781))"
309,85195133fffffff,226255.80732177265,177000.0,117426764,519,"POLYGON ((-2.811828085676489 53.34520400150838, -2.917575996124069 53.29584210925577, -2.890831498401679 53.21112048382632, -2.758745260260626 53.17579356938177, -2.653210223820409 53.22509495139181, -2.679548469720863 53.30978356629015, -2.811828085676489 53.34520400150838))"
310,85195137fffffff,311906.9761904762,215997.5,78600558,252,"POLYGON ((-2.653210223820409 53.22509495139181, -2.758745260260626 53.17579356938177, -2.732333846348288 53.09099278165998, -2.600791602731249 53.05552722524074, -2.495470307836516 53.10476877472903, -2.521477441748725 53.18953552286989, -2.653210223820409 53.22509495139181))"
311,8519513bfffffff,210674.22759315206,170000.0,209199508,993,"POLYGON ((-3.050208212333722 53.33102815653602, -3.155899549987122 53.28139914998044, -3.128748733166006 53.19664563617667, -2.996312803930832 53.16155282489356, -2.890831498401679 53.21112048382632, -2.917575996124069 53.29584210925577, -3.050208212333722 53.33102815653602))"
312,85195163fffffff,219749.85135135136,167000.0,32522978,148,"POLYGON ((-3.527837309414966 53.301165180202, -3.633403844067874 53.25100060896819, -3.605440358853434 53.16618670006924, -3.472316545752909 53.13156680161839, -3.366954261628905 53.18166837466382, -3.394511421970194 53.2664526508476, -3.527837309414966 53.301165180202))"
313,85195167fffffff,219482.24489795917,186997.5,21509260,98,"POLYGON ((-3.366954261628905 53.18166837466382, -3.472316545752909 53.13156680161839, -3.444691890897972 53.04667061576268, -3.312109280813075 53.01190648626375, -3.206952240464345 53.06194573007344, -3.234172457263895 53.14681124053325, -3.366954261628905 53.18166837466382))"
314,8519516bfffffff,201535.51136363635,166000.0,17735125,88,"POLYGON ((-3.767070700883962 53.28547403955837, -3.872568990982463 53.23504105675537, -3.844199242809454 53.15019864830769, -3.710737337217705 53.11581752823039, -3.605440358853434 53.16618670006924, -3.633403844067874 53.25100060896819, -3.767070700883962 53.28547403955837))"
316,85195173fffffff,155970.02702702704,137500.0,86563365,555,"POLYGON ((-3.449897230003909 53.43582608369586, -3.555734282590579 53.38586665804354, -3.527837309414966 53.301165180202, -3.394511421970194 53.2664526508476, -3.288880540391451 53.31634922349754, -3.316369260299754 53.4010209840951, -3.449897230003909 53.43582608369586))"
317,85195177fffffff,195413.90836653387,155000.0,49048891,251,"POLYGON ((-3.288880540391451 53.31634922349754, -3.394511421970194 53.2664526508476, -3.366954261628905 53.18166837466382, -3.234172457263895 53.14681124053325, -3.128748733166006 53.19664563617667, -3.155899549987122 53.28139914998044, -3.288880540391451 53.31634922349754))"
318,8519517bfffffff,180869.95752895752,162500.0,93690638,518,"POLYGON ((-3.689606122749185 53.42043234279099, -3.795375879162026 53.37020410063899, -3.767070700883962 53.28547403955837, -3.633403844067874 53.25100060896819, -3.527837309414966 53.301165180202, -3.555734282590579 53.38586665804354, -3.689606122749185 53.42043234279099))"
319,85195183fffffff,193685.07061068702,160000.0,304472931,1572,"POLYGON ((-2.732638103143025 53.86536187394302, -2.839409223834114 53.81655967577777, -2.812545651394239 53.73226011006756, -2.679324848336759 53.69679476983902, -2.572771621472572 53.74553623109282, -2.599221223824541 53.82980357350863, -2.732638103143025 53.86536187394302))"
320,85195187fffffff,184384.51869806094,155000.0,266251245,1444,"POLYGON ((-2.572771621472572 53.74553623109282, -2.679324848336759 53.69679476983902, -2.652800043115278 53.61241298096444, -2.520133871961731 53.57680572515897, -2.413799416875221 53.62548715235881, -2.439912289956829 53.70983567498507, -2.572771621472572 53.74553623109282))"
